3-0,0.35953314182931084,0.3619258235120406,0.3592915246046874,0.35941568901178556,0.34126755080673304,0.36463394990469544,0.34000577196703263,0.3478046390507128,0.36423125453032296,0.33376063786947296,0.36529504147762354,0.36455341082982096,0.36156339767510537,0.36287886923138873,0.35658004241724606,0.35681159225751025,0.3413078203441703,0.3510262020456925,0.35977811484872074,0.35306316948105987,0.35534510993583723,0.3601136943273645,0.3619258235120406,0.35306316948105987,0.3565297054954496
3-1,0.3426536058856178,0.35181298047968257,0.3536714257035226,0.3610756840377416,0.3576392579209031,0.35061288836929183,0.35905781698373895,0.3529628842361332,0.35607603830847534,0.34717646225245336,0.361252819404589,0.3525156174348437,0.3463690202052409,0.34408397397291013,0.33620587853237444,0.35579705010569074,0.3264870514046835,0.35261008963049567,0.3498054463220794,0.357804584263294,0.35115167511011913,0.35427368595080355,0.34266689103813136,0.3515059458438138,0.3525156174348437
3-2,0.35292149167525816,0.3349142178502059,0.3433521681922522,0.33462656854312745,0.3510474991598362,0.34498479161089307,0.34155222401330587,0.35493218881186595,0.3420399462295157,0.34181993722979476,0.3633544750827348,0.34237031573071464,0.3475451552451854,0.3439730350134711,0.35191685511018955,0.343842026418168,0.34872921662556033,0.34762418760430847,0.3406123797426535,0.3411478061756313,0.3546110753527264,0.359363696948639,0.344138931767306,0.34868934444438116,0.3569770621037702
6-0,0.37315431286745954,0.3717113211092915,0.398624795296518,0.38789967515906465,0.3761644607908937,0.3921816693065585,0.38714126553732986,0.3705602834975436,0.3923125453032296,0.37342948803994735,0.3824263738623856,0.3634493543450831,0.39037960750624173,0.34590525920158927,0.38254382667991094,0.39306088754060514,0.3878392708529088,0.3742315229939059,0.35338868157534437,0.3724227496040162,0.3651809444548847,0.3702750409406964,0.34211321109291526,0.3947052269859594,0.37487919138768827
6-1,0.3647600996681664,0.3719444149218833,0.3567594855988947,0.37043581204756676,0.37200641230027987,0.3629297008774105,0.3731489354164452,0.36478224158902234,0.3733231185271785,0.374830245273438,0.36759869392189515,0.3793029132863334,0.3662746070547112,0.37534836622146645,0.3795494266718626,0.34915004546474415,0.35856774246879464,0.34612988745999695,0.34013090303610016,0.3612557716607031,0.3726559086453868,0.3556066295863298,0.35847031801702867,0.35082397468145154,0.36909548777175527
6-2,0.3058972379970495,0.3460969406644984,0.2559438030086409,0.3467996878577816,0.32152286099988037,0.3241843290935914,0.3371121718377088,0.34666369523983115,0.3560984501113573,0.3416768245794909,0.34806064558757355,0.36022450886016827,0.2856400339483143,0.35579157671692463,0.3225673697461281,0.32814520309180284,0.32398781620063677,0.34431978058908297,0.32949587322924795,0.3349982342319764,0.34791254891462225,0.32492054043893576,0.3349825701607988,0.35314434868792044,0.34876980080997494
9-0,0.376651051034927,0.36004657843163573,0.35718744127359126,0.36957367983033107,0.373234851942334,0.35997275094633413,0.34271389835968746,0.3586472120056914,0.3742080324304008,0.3168910574780531,0.341190367526645,0.34375083894869657,0.35235174098633526,0.34158635131144466,0.3299618781712261,0.3454388037262745,0.34083465327928264,0.3645030739080244,0.3715435313699697,0.3655937072136165,0.36388225187253354,0.33297202609466026,0.3877016832666648,0.3521705280678676,0.36485543236060025
9-1,0.3220424298248722,0.3382045559216353,0.3478613856709297,0.2888325007971092,0.36026233747830094,0.35389432104013885,0.343068397869652,0.34206463079085037,0.33336137976641744,0.34089701349771495,0.3192673090775971,0.335785182036112,0.32368683648043833,0.3400128127915353,0.3401249985238719,0.3391049940364427,0.31816759367508646,0.29832105194789854,0.317817751325563,0.3498098747062505,0.33589589164039163,0.338557350527273,0.33154131387206104,0.33500726255004076,0.3264073404896021
9-2,0.3163850456536474,0.30942379002170184,0.310527395036483,0.29649096325493707,0.326333866861091,0.3232708289426468,0.33098182398140813,0.2954991427481046,0.2837866895267172,0.30616067919412626,0.25260094781870684,0.2687591492415742,0.28211704193983855,0.18183138624181908,0.29233357636377105,0.3078951190754211,0.3267646288184734,0.27095923923878307,0.31222837076571675,0.31924658665648975,0.32478169980804394,0.3103059620302914,0.29993563490752506,0.30668969759798587,0.29492882815659516
12-0,0.3262201669843486,0.360754651131574,0.33461300974522806,0.2937662756047142,0.3235690891030632,0.32148849633547216,0.33402910145238796,0.3265725254369245,0.3034611667427313,0.33235455985395584,0.3262872828800773,0.34426427555102146,0.33423380493436067,0.2730274638245322,0.32665306451179893,0.3697716717227308,0.30948817417917257,0.3125654379983355,0.338358076726892,0.34266356143789095,0.33474724153668545,0.3325827538994335,0.34345217321270366,0.31181709576096,0.32363956079357836
